"Classe","Sexo","Idade","num_irmaos_conjugues","num_pais_criancas","num_bilhete","tarifa","cabine","porto_embarcacao","num_bote_salva_vidas","sobreviveu"
"Third","Male",22,0,0,"A/5 21172",7.25,,"Southampton",,"No"
"Third","Male",36,0,0,"A/5 21175",7.25,,"Southampton",,"No"
"Third","Female",19,0,0,"330958",7.8792,,"Queenstown","C","Yes"
"Third","Male",17,0,0,"349232",7.8958,,"Southampton",,"No"
"Third","Male",42,0,0,"315088",8.6625,,"Southampton",,"No"
"Third","Male",43,0,0,"349226",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"2686",7.2292,,"Cherbourg",,"No"
"Third","Male",32,0,0,"370376",7.75,,"Queenstown",,"No"
"Third","Male",19,0,0,"A/5. 10482",8.05,,"Southampton","B","Yes"
"Third","Female",30,0,0,"364516",12475,,"Southampton","13","Yes"
"Third","Female",24,0,0,"368702",7.75,,"Queenstown",,"No"
"Third","Female",23,0,0,"SOTON/OQ 392083",8.05,,"Southampton",,"Yes"
"Third","Male",33,0,0,"349241",7.8958,,"Cherbourg",,"No"
"Third","Male",65,0,0,"336439",7.75,,"Queenstown",,"No"
"Third","Male",24,0,0,"S.O./P.P. 752",7.55,,"Southampton","D","Yes"
"Third","Male",23,1,0,"347072",13.9,,"Southampton",,"No"
"Third","Female",22,1,0,"347072",13.9,,"Southampton","16","Yes"
"Third","Male",18,0,0,"349912",7775,,"Southampton",,"No"
"Third","Male",16,0,0,"347074",7775,,"Southampton",,"No"
"Third","Male",45,0,0,"347061",6975,,"Southampton",,"No"
"Third","Male",,0,0,"2674",7225,,"Cherbourg",,"No"
"Third","Male",39,0,2,"2675",7.2292,,"Cherbourg",,"No"
"Third","Male",17,1,1,"2690",7.2292,,"Cherbourg",,"No"
"Third","Male",15,1,1,"2695",7.2292,,"Cherbourg",,"No"
"Third","Male",47,0,0,"A/5 3902",7.25,,"Southampton",,"No"
"Third","Female",5,0,0,"364516",12475,,"Southampton","13","Yes"
"Third","Male",,0,0,"2631",7225,,"Cherbourg",,"No"
"Third","Male",40.5,0,0,"C.A. 6212",15.1,,"Southampton",,"No"
"Third","Male",40.5,0,0,"367232",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"SOTON/O.Q. 3101308",7.05,,"Southampton","15","Yes"
"Third","Male",18,0,0,"350036",7.7958,,"Southampton",,"No"
"Third","Female",,0,0,"364859",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"364851",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"368323",6.95,,"Queenstown",,"No"
"Third","Male",26,0,0,"330910",7.8792,,"Queenstown",,"No"
"Third","Male",,0,0,"365235",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"1601",56.4958,,"Southampton","13","Yes"
"Third","Female",21,2,2,"W./C. 6608",34375,,"Southampton",,"No"
"Third","Female",9,2,2,"W./C. 6608",34375,,"Southampton",,"No"
"Third","Male",,0,0,"A/5 1478",8.05,,"Southampton",,"No"
"Third","Male",18,2,2,"W./C. 6608",34375,,"Southampton",,"No"
"Third","Male",16,1,3,"W./C. 6608",34375,,"Southampton",,"No"
"Third","Female",48,1,3,"W./C. 6608",34375,,"Southampton",,"No"
"Third","Male",,0,0,"368573",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"SOTON/O.Q. 3101314",7.25,,"Southampton",,"No"
"Third","Male",25,0,0,"36864",7.7417,,"Queenstown",,"No"
"Third","Male",,0,0,"358585",14.5,,"Southampton",,"No"
"Third","Male",,0,0,"349254",7.8958,,"Cherbourg",,"No"
"Third","Male",22,0,0,"14973",8.05,,"Southampton",,"No"
"Third","Female",16,0,0,"35851",7.7333,,"Queenstown","16","Yes"
"Third","Female",,0,0,"335677",7.75,,"Queenstown","13","Yes"
"Third","Male",9,0,2,"363291",20525,,"Southampton","C D","Yes"
"Third","Male",33,1,1,"363291",20525,,"Southampton",,"No"
"Third","Male",41,0,0,"SOTON/O.Q. 3101263",7.85,,"Southampton",,"No"
"Third","Female",31,1,1,"363291",20525,,"Southampton","C D","Yes"
"Third","Male",38,0,0,"SOTON/O.Q. 3101306",7.05,,"Southampton",,"No"
"Third","Male",9,5,2,"CA 2144",46.9,,"Southampton",,"No"
"Third","Male",1,5,2,"CA 2144",46.9,,"Southampton",,"No"
"Third","Male",11,5,2,"CA 2144",46.9,,"Southampton",,"No"
"Third","Female",10,5,2,"CA 2144",46.9,,"Southampton",,"No"
"Third","Female",16,5,2,"CA 2144",46.9,,"Southampton",,"No"
"Third","Male",14,5,2,"CA 2144",46.9,,"Southampton",,"No"
"Third","Male",40,1,6,"CA 2144",46.9,,"Southampton",,"No"
"Third","Female",43,1,6,"CA 2144",46.9,,"Southampton",,"No"
"Third","Male",51,0,0,"21440",8.05,,"Southampton",,"No"
"Third","Male",32,0,0,"8471",8.3625,,"Southampton",,"No"
"Third","Male",,0,0,"376563",8.05,,"Southampton",,"No"
"Third","Male",20,0,0,"7534",9.8458,,"Southampton",,"No"
"Third","Male",37,2,0,"3101276",7925,,"Southampton",,"No"
"Third","Male",28,2,0,"3101277",7925,,"Southampton",,"No"
"Third","Male",19,0,0,"347069",7775,,"Southampton",,"No"
"Third","Female",24,0,0,"349236",8.85,,"Southampton",,"No"
"Third","Female",17,0,0,"AQ/3. 30631",7.7333,,"Queenstown",,"No"
"Third","Male",,1,0,"65303",19.9667,,"Southampton",,"No"
"Third","Male",,1,0,"65304",19.9667,,"Southampton",,"No"
"Third","Male",28,1,0,"STON/O2. 3101279",15.85,,"Southampton",,"No"
"Third","Female",24,1,0,"STON/O2. 3101279",15.85,,"Southampton","15","Yes"
"Third","Male",20,0,0,"345769",9.5,,"Southampton",,"No"
"Third","Male",23.5,0,0,"2693",7.2292,,"Cherbourg",,"No"
"Third","Male",41,2,0,"350026",14.1083,,"Southampton",,"No"
"Third","Male",26,1,0,"350025",7.8542,,"Southampton",,"No"
"Third","Male",21,0,0,"350029",7.8542,,"Southampton",,"No"
"Third","Female",45,1,0,"350026",14.1083,,"Southampton","11","Yes"
"Third","Female",,0,0,"W./C. 6609",7.55,,"Southampton",,"No"
"Third","Male",25,0,0,"374887",7.25,,"Southampton","B","No"
"Third","Male",,0,0,"394140",6.8583,,"Queenstown",,"No"
"Third","Male",11,0,0,"2699",18.7875,,"Cherbourg",,"No"
"Third","Female",,0,0,"370375",7.75,,"Queenstown","16","Yes"
"Third","Male",27,0,0,"347089",6975,,"Southampton","15","Yes"
"Third","Male",,0,0,"1601",56.4958,,"Southampton","C","Yes"
"Third","Female",18,0,0,"365226",6.75,,"Queenstown",,"No"
"Third","Female",26,0,0,"STON/O2. 3101282",7925,,"Southampton",,"Yes"
"Third","Female",23,0,0,"STON/O2. 3101290",7925,,"Southampton",,"No"
"Third","Female",22,0,0,"7548",8.9625,,"Southampton","C","Yes"
"Third","Male",28,0,0,"349243",7.8958,,"Southampton",,"No"
"Third","Female",28,0,0,"347086",7775,,"Southampton",,"No"
"Third","Female",,0,0,"382649",7.75,,"Queenstown",,"No"
"Third","Female",2,0,1,"3101298",12.2875,,"Southampton","15","Yes"
"Third","Female",22,1,1,"3101298",12.2875,,"Southampton","15","Yes"
"Third","Male",43,0,0,"C 7075",6.45,,"Southampton",,"No"
"Third","Male",28,0,0,"C 4001",22525,,"Southampton",,"No"
"Third","Female",27,0,0,"STON/O2. 3101283",7925,,"Southampton",,"Yes"
"Third","Male",,0,0,"370377",7.75,,"Queenstown",,"No"
"Third","Female",,0,0,"A. 2. 39186",8.05,,"Southampton","C","Yes"
"Third","Male",42,0,0,"348121",7.65,"F G63","Southampton",,"No"
"Third","Male",,0,0,"3470",7.8875,,"Southampton","C","Yes"
"Third","Male",30,0,0,"2685",7.2292,,"Cherbourg",,"No"
"Third","Male",,0,0,"349220",7.8958,,"Southampton",,"No"
"Third","Female",27,1,0,"STON/O2. 3101270",7925,,"Southampton",,"No"
"Third","Female",25,1,0,"STON/O2. 3101271",7925,,"Southampton",,"No"
"Third","Male",,0,0,"349201",7.8958,,"Southampton",,"No"
"Third","Male",29,0,0,"349240",7.8958,,"Cherbourg","15","Yes"
"Third","Male",21,0,0,"350034",7.7958,,"Southampton","A","Yes"
"Third","Male",,0,0,"SOTON/O.Q. 3101305",7.05,,"Southampton",,"No"
"Third","Male",20,0,0,"350050",7.8542,,"Southampton",,"No"
"Third","Male",48,0,0,"350047",7.8542,,"Southampton",,"No"
"Third","Male",17,1,0,"350048",7.0542,,"Southampton",,"No"
"Third","Female",,0,0,"14313",7.75,,"Queenstown","D","Yes"
"Third","Male",,0,0,"65306",8.1125,,"Southampton","13","Yes"
"Third","Male",34,0,0,"3101264",6.4958,,"Southampton",,"No"
"Third","Male",26,0,0,"347070",7775,,"Southampton","15","Yes"
"Third","Male",22,0,0,"350052",7.7958,,"Southampton",,"No"
"Third","Male",33,0,0,"7540",8.6542,,"Southampton",,"No"
"Third","Male",31,0,0,"347063",7775,,"Southampton",,"No"
"Third","Male",29,0,0,"347467",7.8542,,"Southampton",,"No"
"Third","Male",4,1,1,"347742",11.1333,,"Southampton","15","Yes"
"Third","Female",1,1,1,"347742",11.1333,,"Southampton","15","Yes"
"Third","Male",49,0,0,"LINE",0,,"Southampton",,"No"
"Third","Male",33,0,0,"347062",7775,,"Southampton",,"No"
"Third","Male",19,0,0,"LINE",0,,"Southampton",,"No"
"Third","Female",27,0,2,"347742",11.1333,,"Southampton","15","Yes"
"Third","Male",,1,2,"W./C. 6607",23.45,,"Southampton",,"No"
"Third","Female",,1,2,"W./C. 6607",23.45,,"Southampton",,"No"
"Third","Male",,1,2,"W./C. 6607",23.45,,"Southampton",,"No"
"Third","Female",,1,2,"W./C. 6607",23.45,,"Southampton",,"No"
"Third","Male",23,0,0,"349204",7.8958,,"Southampton",,"No"
"Third","Male",32,0,0,"350417",7.8542,,"Southampton","15","Yes"
"Third","Male",27,0,0,"350408",7.8542,,"Southampton",,"No"
"Third","Female",20,1,0,"4136",9825,,"Southampton",,"No"
"Third","Female",21,1,0,"4137",9825,,"Southampton",,"No"
"Third","Male",32,0,0,"STON/O 2. 3101286",7925,,"Southampton","15","Yes"
"Third","Male",17,0,0,"STON/O 2. 3101274",7125,,"Southampton",,"No"
"Third","Male",21,0,0,"8475",8.4333,,"Southampton",,"No"
"Third","Male",30,0,0,"349246",7.8958,,"Southampton",,"No"
"Third","Male",21,0,0,"350053",7.7958,,"Southampton","13","Yes"
"Third","Male",33,0,0,"347465",7.8542,,"Southampton",,"No"
"Third","Male",22,0,0,"350060",7.5208,,"Southampton",,"No"
"Third","Female",4,0,1,"349256",13.4167,,"Cherbourg","15","Yes"
"Third","Male",39,0,1,"349256",13.4167,,"Cherbourg","15","Yes"
"Third","Male",,0,0,"2700",7.2292,,"Cherbourg",,"No"
"Third","Male",18.5,0,0,"2682",7.2292,,"Cherbourg",,"No"
"Third","Male",,0,0,"12460",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"323592",7.25,,"Southampton","A","No"
"Third","Female",,0,0,"9234",7.75,,"Queenstown","16","Yes"
"Third","Female",,0,0,"14312",7.75,,"Queenstown","D","Yes"
"Third","Male",34.5,0,0,"330911",7.8292,,"Queenstown",,"No"
"Third","Male",44,0,0,"363592",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"368783",7.75,,"Queenstown",,"Yes"
"Third","Male",,1,0,"2660",14.4542,,"Cherbourg",,"No"
"Third","Female",,1,0,"2660",14.4542,,"Cherbourg",,"No"
"Third","Male",,1,0,"367227",7.75,,"Queenstown",,"No"
"Third","Male",,1,0,"367229",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"36865",7.7375,,"Queenstown",,"No"
"Third","Female",22,2,0,"315152",8.6625,,"Southampton",,"No"
"Third","Male",26,2,0,"315151",8.6625,,"Southampton",,"No"
"Third","Female",4,0,2,"315153",22025,,"Southampton","2","Yes"
"Third","Male",29,3,1,"315153",22025,,"Southampton","2","Yes"
"Third","Female",26,1,1,"315153",22025,,"Southampton","2","Yes"
"Third","Female",1,1,1,"350405",12.1833,,"Southampton",,"No"
"Third","Male",18,1,1,"350404",7.8542,,"Southampton",,"No"
"Third","Female",36,0,2,"350405",12.1833,,"Southampton",,"No"
"Third","Male",,0,0,"349253",7.8958,,"Cherbourg",,"No"
"Third","Male",25,0,0,"2654",7.2292,"F E57","Cherbourg","10","Yes"
"Third","Male",,0,0,"2624",7225,,"Cherbourg",,"No"
"Third","Female",37,0,0,"4135",9.5875,,"Southampton",,"No"
"Third","Male",,0,0,"349217",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"1601",56.4958,,"Southampton","C","Yes"
"Third","Male",,0,0,"1601",56.4958,,"Southampton",,"No"
"Third","Female",22,0,0,"C 7077",7.25,,"Southampton","13","Yes"
"Third","Male",,0,0,"7935",7.75,,"Queenstown",,"No"
"Third","Male",26,0,0,"1601",56.4958,,"Southampton","14","Yes"
"Third","Male",29,0,0,"7545",9.4833,,"Southampton",,"No"
"Third","Male",29,0,0,"347067",7775,,"Southampton",,"No"
"Third","Male",22,0,0,"347065",7775,,"Southampton",,"No"
"Third","Male",22,0,0,"2620",7225,,"Cherbourg","6","Yes"
"Third","Male",,3,1,"4133",25.4667,,"Southampton",,"No"
"Third","Female",,3,1,"4133",25.4667,,"Southampton",,"No"
"Third","Female",,3,1,"4133",25.4667,,"Southampton",,"No"
"Third","Female",,3,1,"4133",25.4667,,"Southampton",,"No"
"Third","Female",,0,4,"4133",25.4667,,"Southampton",,"No"
"Third","Male",32,0,0,"STON/O 2. 3101292",7925,,"Southampton",,"No"
"Third","Male",34.5,0,0,"2683",6.4375,,"Cherbourg",,"No"
"Third","Female",,1,0,"370371",15.5,,"Queenstown",,"No"
"Third","Male",,1,0,"370371",15.5,,"Queenstown",,"No"
"Third","Male",36,0,0,"LINE",0,,"Southampton",,"No"
"Third","Male",39,0,0,"A/4 48871",24.15,,"Southampton",,"No"
"Third","Male",24,0,0,"345781",9.5,,"Southampton",,"No"
"Third","Female",25,0,0,"347071",7775,,"Southampton",,"No"
"Third","Female",45,0,0,"347073",7.75,,"Southampton",,"No"
"Third","Male",36,1,0,"349910",15.55,,"Southampton","A","No"
"Third","Female",30,1,0,"349910",15.55,,"Southampton","A","No"
"Third","Male",20,1,0,"STON/O 2. 3101285",7925,,"Southampton","15","Yes"
"Third","Male",,0,0,"330971",7.8792,,"Queenstown",,"No"
"Third","Male",28,0,0,"1601",56.4958,,"Southampton",,"No"
"Third","Male",,0,0,"S.O./P.P. 251",7.55,,"Southampton",,"No"
"Third","Male",30,1,0,"A/5. 3336",16.1,,"Southampton",,"No"
"Third","Female",26,1,0,"A/5. 3336",16.1,,"Southampton",,"No"
"Third","Male",,0,0,"1222",7.8792,,"Southampton",,"No"
"Third","Male",20.5,0,0,"A/5 21173",7.25,,"Southampton",,"No"
"Third","Male",27,0,0,"315098",8.6625,,"Southampton","15","Yes"
"Third","Male",51,0,0,"347743",7.0542,,"Southampton",,"No"
"Third","Female",23,0,0,"347469",7.8542,,"Southampton","10","Yes"
"Third","Male",32,0,0,"350403",7.5792,,"Southampton","15","Yes"
"Third","Male",,0,0,"349235",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"C.A. 42795",7.55,,"Southampton",,"No"
"Third","Female",,0,0,"370370",7.75,,"Queenstown","15","Yes"
"Third","Male",24,0,0,"C 17369",7.1417,,"Southampton","13","Yes"
"Third","Male",22,0,0,"STON/O 2. 3101275",7125,,"Southampton",,"No"
"Third","Female",,0,0,"330924",7.8792,,"Queenstown",,"No"
"Third","Male",,0,0,"AQ/4 3130",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"A/S 2816",8.05,,"Southampton",,"No"
"Third","Male",29,0,0,"STON/O 2. 3101268",7925,,"Southampton",,"No"
"Third","Male",,0,0,"2677",7.2292,,"Cherbourg","15","Yes"
"Third","Female",30.5,0,0,"364850",7.75,,"Queenstown",,"No"
"Third","Female",,0,0,"36866",7.7375,,"Queenstown","16","Yes"
"Third","Male",,0,0,"2655",7.2292,"F E46","Cherbourg",,"No"
"Third","Male",35,0,0,"349213",7.8958,,"Cherbourg",,"No"
"Third","Male",33,0,0,"349257",7.8958,,"Southampton",,"No"
"Third","Female",,0,0,"2649",7225,,"Cherbourg","C","Yes"
"Third","Male",,0,0,"349255",7.8958,,"Cherbourg",,"No"
"Third","Female",,0,0,"383123",7.75,,"Queenstown","15 16","Yes"
"Third","Male",,0,0,"367228",7.75,,"Queenstown",,"Yes"
"Third","Female",,2,0,"367226",23.25,,"Queenstown","16","Yes"
"Third","Female",,2,0,"367226",23.25,,"Queenstown","16","Yes"
"Third","Male",,2,0,"367226",23.25,,"Queenstown","16","Yes"
"Third","Female",,0,0,"330932",7.7875,,"Queenstown","13","Yes"
"Third","Male",,0,0,"36568",15.5,,"Queenstown",,"No"
"Third","Female",,0,0,"330931",7.8792,,"Queenstown","13","Yes"
"Third","Female",15,0,0,"330923",8.0292,,"Queenstown",,"Yes"
"Third","Female",35,0,0,"9232",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"370372",7.75,,"Queenstown",,"No"
"Third","Male",24,1,0,"376566",16.1,,"Southampton",,"No"
"Third","Female",19,1,0,"376566",16.1,,"Southampton",,"No"
"Third","Female",,0,0,"370368",7.75,,"Queenstown",,"No"
"Third","Female",,0,0,"SOTON/O.Q. 392087",8.05,,"Southampton",,"No"
"Third","Female",,0,0,"343095",8.05,,"Southampton",,"No"
"Third","Male",55.5,0,0,"A.5. 11206",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"368703",7.75,,"Queenstown",,"No"
"Third","Male",21,0,0,"345501",7775,,"Southampton","15","Yes"
"Third","Male",,0,0,"359306",8.05,,"Southampton",,"No"
"Third","Male",24,0,0,"349233",7.8958,,"Southampton",,"No"
"Third","Male",21,0,0,"349211",7.8958,,"Southampton",,"No"
"Third","Male",28,0,0,"349207",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"349221",7.8958,,"Southampton",,"No"
"Third","Female",,0,0,"330980",7.8792,,"Queenstown","16","Yes"
"Third","Male",25,0,0,"348123",7.65,"F G73","Southampton",,"No"
"Third","Male",6,0,1,"392096",12475,"E121","Southampton","14","Yes"
"Third","Female",27,0,1,"392096",12475,"E121","Southampton","14","Yes"
"Third","Male",,0,0,"A4. 54510",8.05,,"Southampton",,"No"
"Third","Female",,1,0,"371110",24.15,,"Queenstown","16","Yes"
"Third","Male",,1,0,"371110",24.15,,"Queenstown",,"No"
"Third","Male",,0,0,"330877",8.4583,,"Queenstown",,"No"
"Third","Male",34,0,0,"364506",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"372622",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"312991",7775,,"Southampton","B","Yes"
"Third","Male",,1,1,"2661",15.2458,,"Cherbourg","C","Yes"
"Third","Male",,1,1,"2661",15.2458,,"Cherbourg","C","Yes"
"Third","Female",,0,2,"2661",15.2458,,"Cherbourg","C","Yes"
"Third","Female",,0,0,"2626",7.2292,,"Cherbourg",,"Yes"
"Third","Male",,0,0,"374746",8.05,,"Southampton",,"No"
"Third","Female",,0,0,"35852",7.7333,,"Queenstown","16","Yes"
"Third","Female",24,0,0,"382653",7.75,,"Queenstown","15","Yes"
"Third","Male",,0,0,"A./5. 3235",8.05,,"Southampton",,"No"
"Third","Female",,1,0,"367230",15.5,,"Queenstown","16","Yes"
"Third","Female",,1,0,"367230",15.5,,"Queenstown","16","Yes"
"Third","Female",,0,0,"36568",15.5,,"Queenstown","16","Yes"
"Third","Male",18,0,0,"347078",7.75,,"Southampton",,"No"
"Third","Male",22,0,0,"349206",7.8958,,"Southampton",,"No"
"Third","Female",15,0,0,"2667",7225,,"Cherbourg","C","Yes"
"Third","Female",1,0,2,"2653",15.7417,,"Cherbourg","C","Yes"
"Third","Male",20,1,1,"2653",15.7417,,"Cherbourg","C","Yes"
"Third","Female",19,1,1,"2653",15.7417,,"Cherbourg","C","Yes"
"Third","Male",33,0,0,"A./5. 3338",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"349218",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"2652",7.2292,,"Cherbourg",,"No"
"Third","Female",,0,0,"365237",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"349234",7.8958,,"Southampton",,"No"
"Third","Male",12,1,0,"2651",11.2417,,"Cherbourg","C","Yes"
"Third","Female",14,1,0,"2651",11.2417,,"Cherbourg","C","Yes"
"Third","Female",29,0,0,"3101297",7925,,"Southampton",,"No"
"Third","Male",28,0,0,"363611",8.05,,"Southampton",,"No"
"Third","Female",18,0,0,"347066",7775,,"Southampton","D","Yes"
"Third","Female",26,0,0,"347470",7.8542,,"Southampton","13","Yes"
"Third","Male",21,0,0,"350410",7.8542,,"Southampton",,"No"
"Third","Male",41,0,0,"SOTON/O2 3101272",7125,,"Southampton",,"No"
"Third","Male",39,0,0,"STON/O 2. 3101289",7925,,"Southampton","9","Yes"
"Third","Male",21,0,0,"A/4. 39886",7.8,,"Southampton",,"No"
"Third","Male",28.5,0,0,"2697",7.2292,,"Cherbourg",,"No"
"Third","Female",22,0,0,"347081",7.75,,"Southampton","13","Yes"
"Third","Male",61,0,0,"345364",6.2375,,"Southampton",,"No"
"Third","Male",,1,0,"370365",15.5,,"Queenstown",,"No"
"Third","Male",,0,0,"330979",7.8292,,"Queenstown",,"No"
"Third","Female",,1,0,"370365",15.5,,"Queenstown",,"Yes"
"Third","Male",,0,0,"334912",7.7333,,"Queenstown",,"No"
"Third","Male",,0,0,"371060",7.75,,"Queenstown",,"No"
"Third","Male",,0,0,"366713",7.75,,"Queenstown",,"No"
"Third","Male",23,0,0,"7267",9225,,"Southampton",,"No"
"Third","Female",,0,0,"364856",7.75,,"Queenstown",,"No"
"Third","Female",,0,0,"14311",7.75,,"Queenstown","D","Yes"
"Third","Female",,0,0,"330959",7.8792,,"Queenstown",,"Yes"
"Third","Female",22,0,0,"347085",7775,,"Southampton","C","Yes"
"Third","Male",,0,0,"368402",7.75,,"Queenstown","B","Yes"
"Third","Female",,0,0,"330919",7.8292,,"Queenstown","13","Yes"
"Third","Male",9,0,1,"C 17368",3.1708,,"Southampton","13","Yes"
"Third","Male",28,0,0,"C 4001",22525,,"Southampton",,"No"
"Third","Male",42,0,1,"4579",8.4042,,"Southampton",,"No"
"Third","Male",,0,0,"Fa 265302",7.3125,,"Southampton",,"No"
"Third","Female",31,0,0,"350407",7.8542,,"Southampton",,"No"
"Third","Male",28,0,0,"347464",7.8542,,"Southampton",,"No"
"Third","Male",32,0,0,"347079",7775,,"Southampton","A","Yes"
"Third","Male",20,0,0,"6563",9225,,"Southampton",,"No"
"Third","Female",23,0,0,"315085",8.6625,,"Southampton",,"No"
"Third","Female",20,0,0,"315096",8.6625,,"Southampton",,"No"
"Third","Male",20,0,0,"315094",8.6625,,"Southampton",,"No"
"Third","Male",16,0,0,"7534",9.2167,,"Southampton",,"No"
"Third","Female",31,0,0,"349244",8.6833,,"Southampton",,"Yes"
"Third","Female",,0,0,"330909",7.6292,,"Queenstown",,"No"
"Third","Male",2,3,1,"349909",21075,,"Southampton",,"No"
"Third","Male",6,3,1,"349909",21075,,"Southampton",,"No"
"Third","Female",3,3,1,"349909",21075,,"Southampton",,"No"
"Third","Female",8,3,1,"349909",21075,,"Southampton",,"No"
"Third","Female",29,0,4,"349909",21075,,"Southampton",,"No"
"Third","Male",1,4,1,"3101295",39.6875,,"Southampton",,"No"
"Third","Male",7,4,1,"3101295",39.6875,,"Southampton",,"No"
"Third","Male",2,4,1,"3101295",39.6875,,"Southampton",,"No"
"Third","Male",16,4,1,"3101295",39.6875,,"Southampton",,"No"
"Third","Male",14,4,1,"3101295",39.6875,,"Southampton",,"No"
"Third","Female",41,0,5,"3101295",39.6875,,"Southampton",,"No"
"Third","Male",21,0,0,"315097",8.6625,,"Southampton",,"No"
"Third","Male",19,0,0,"358585",14.5,,"Southampton",,"No"
"Third","Male",,0,0,"3411",8.7125,,"Cherbourg",,"No"
"Third","Male",32,0,0,"349242",7.8958,,"Southampton",,"No"
"Third","Male",0.75,1,1,"SOTON/O.Q. 3101315",13775,,"Southampton",,"No"
"Third","Female",3,1,1,"SOTON/O.Q. 3101315",13775,,"Southampton",,"No"
"Third","Female",26,0,2,"SOTON/O.Q. 3101315",13775,,"Southampton",,"No"
"Third","Male",,0,0,"343271",7,,"Southampton",,"No"
"Third","Male",,0,0,"345498",7775,,"Southampton",,"No"
"Third","Male",,0,0,"A/5 2817",8.05,,"Southampton",,"No"
"Third","Male",21,0,0,"STON/O 2. 3101294",7925,,"Southampton",,"No"
"Third","Male",25,0,0,"STON/O 2. 3101291",7925,,"Southampton",,"No"
"Third","Male",22,0,0,"A/5 21174",7.25,,"Southampton",,"No"
"Third","Male",25,1,0,"347083",7775,,"Southampton","15","Yes"
"Third","Male",,1,1,"2668",22.3583,,"Cherbourg","C","Yes"
"Third","Female",,1,1,"2668",22.3583,"F E69","Cherbourg","D","Yes"
"Third","Female",,0,2,"2668",22.3583,,"Cherbourg","D","Yes"
"Third","Female",,0,0,"330935",8.1375,,"Queenstown",,"No"
"Third","Male",24,0,0,"342441",8.05,,"Southampton",,"No"
"Third","Female",28,0,0,"349245",7.8958,,"Southampton",,"No"
"Third","Male",19,0,0,"349212",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"349215",7.8958,,"Southampton",,"No"
"Third","Male",25,1,0,"347076",7775,,"Southampton",,"No"
"Third","Female",18,0,0,"347087",7775,,"Southampton",,"No"
"Third","Male",32,0,0,"SOTON/O.Q. 392078",8.05,"E10","Southampton","9","Yes"
"Third","Male",,0,0,"349227",7.8958,,"Southampton",,"No"
"Third","Male",17,0,0,"315095",8.6625,,"Southampton",,"No"
"Third","Male",24,0,0,"315092",8.6625,,"Southampton",,"No"
"Third","Male",,0,0,"349223",7.8958,,"Southampton",,"No"
"Third","Female",,0,0,"65305",8.1125,,"Southampton",,"No"
"Third","Male",,0,0,"2629",7.2292,,"Cherbourg",,"No"
"Third","Male",,0,0,"362316",7.25,,"Southampton",,"No"
"Third","Male",38,0,0,"349249",7.8958,,"Southampton",,"No"
"Third","Male",21,0,0,"342684",8.05,,"Southampton",,"No"
"Third","Male",10,4,1,"382652",29125,,"Queenstown",,"No"
"Third","Male",4,4,1,"382652",29125,,"Queenstown",,"No"
"Third","Male",7,4,1,"382652",29125,,"Queenstown",,"No"
"Third","Male",2,4,1,"382652",29125,,"Queenstown",,"No"
"Third","Male",8,4,1,"382652",29125,,"Queenstown",,"No"
"Third","Female",39,0,5,"382652",29125,,"Queenstown",,"No"
"Third","Female",22,0,0,"3101295",39.6875,,"Southampton",,"No"
"Third","Male",35,0,0,"STON/O 2. 3101273",7125,,"Southampton",,"No"
"Third","Female",,0,0,"334915",7.7208,,"Queenstown","13","Yes"
"Third","Male",,0,0,"364498",14.5,,"Southampton",,"No"
"Third","Female",,0,0,"364498",14.5,,"Southampton",,"No"
"Third","Male",50,1,0,"A/5. 3337",14.5,,"Southampton",,"No"
"Third","Female",47,1,0,"A/5. 3337",14.5,,"Southampton",,"No"
"Third","Male",,0,0,"S.C./A.4. 23567",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"312993",7775,,"Southampton",,"No"
"Third","Female",2,1,1,"370129",20.2125,,"Southampton",,"No"
"Third","Male",18,1,1,"370129",20.2125,,"Southampton",,"No"
"Third","Female",41,0,2,"370129",20.2125,,"Southampton",,"No"
"Third","Female",,0,0,"342712",8.05,,"Southampton","C","Yes"
"Third","Male",50,0,0,"A/5 3594",8.05,,"Southampton",,"No"
"Third","Male",16,0,0,"A/4. 20589",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"383162",7.75,,"Queenstown","14","Yes"
